artist,album,track,uri
Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine),Head Shoulders Knees & Toes (feat. Norma Jean Martine),spotify:track:14ngWWxvUSnIMXgF6rzSk1
Tiago PZK,Entre Nosotros,Entre Nosotros,spotify:track:6w8yBI2vthyN9UnwO4UBWb
Grace VanderWaal,Just The Beginning,Darkness Keeps Chasing Me,spotify:track:3P19NoMAGg72XG22EOf4zm
Los Tipitos,Grandes exitos,Campanas en la noche,spotify:track:0MBuFIMKjaA55mwbiPHrwZ
Angela Torres,Simona (Music from the TV Series),Yo no soy esa Julieta,spotify:track:2Dl1nQwUXjq3yfn1kbESMP
Cali Y El Dandee,Te Necesito,Te Necesito (Déjà Vu),spotify:track:1KJysnyS8JMJN1EziAIaeh
Meghan Trainor,Thank You,NO,spotify:track:0l0CvurVUrr2w3Jj1hOVFc
Bobby McFerrin,The Collection,Don't Worry Be Happy,spotify:track:5YbgcwHjQhdT1BYQ4rxWlD
Surfaces,Where the Light Is,Sunday Best,spotify:track:1Cv1YLb4q0RzL6pybtaMLo
Parachute,Had It All,Had It All,spotify:track:5cXAhazDamL2rcIxThZWOt
Rels B,"¿CÓMO TE VA, QUERIDA?","¿CÓMO TE VA, QUERIDA?",spotify:track:1uiX0bdc2sPHcL1k02bC2G
Mau y Ricky,Para Aventuras y Curiosidades,Desconocidos,spotify:track:56f5qnyAlZdlz8wrUDA50h
Selena Gomez,Disney Channel Playlist,Everything Is Not As It Seems - Theme Song to Wizards of Waverly Place,spotify:track:5bhhMBf8I3dA31EtDbfdik
Years & Years,Palo Santo,Howl,spotify:track:3u1w9G4MYMG5EnfoOjaM3j
Crazy Ex-Girlfriend Cast,Crazy Ex-Girlfriend: Season 2 (Original Television Soundtrack),Make Makeover (feat. Rachel Bloom),spotify:track:16IXjIYUCrJouLAVTmZz15
CNJ & Reja,Quiero Decirte,Quiero Decirte,spotify:track:7C1i2bPZkuqvvU2apfzyBh
The Kid LAROI,F*CK LOVE (SAVAGE),NEW GUY (skit),spotify:track:6RIBhblsOnnzWBlQspZHXu
Myke Towers,Para Mi Ex,Bandido,spotify:track:3FiuYGuoADvGBeARUH3XXh
Years & Years,Palo Santo,Valentino,spotify:track:4ejTiGZJNOkc3RM6RUITJi
Piso 21,Magia,Correr El Riesgo (feat. Maluma),spotify:track:33YfCVpoH1Up5w0N0Hxs3e
Sasha Alex Sloan,Older,Older,spotify:track:52iLDrSoRtf9lcgFuLVfqE
Tan Bionica,Obsesionario,Beautiful,spotify:track:0oH7QF9L9fzDy6EFWlivCC
Tan Bionica,Obsesionario,Loca,spotify:track:2n0NCtkvHx1oPqgiAvexiB
Chelsea Cutler,brent,sometimes,spotify:track:2MvpHgDzl7skp1xowjCDiG
La Bomba de Tiempo,Bolivia,Bolivia,spotify:track:2MuDW3QK1SAk35OnTnDLLp
Bars and Melody,I Won't Let You Go,I Won't Let You Go,spotify:track:3YZ49hFOunhtCjpNlxiZHu
Kura,Hardwell On Air - Best Of January 2018,Fuego,spotify:track:69ZgrouqMYCdFzQSTw8f80
DeathbyRomy,Problems,Problems,spotify:track:5fgHQws1Cj6KDLQmlqM6lF
Andrés Calamaro,Andres,Paloma,spotify:track:65ULaMAWzUp4wLjMe7bVQz
Rodrigo,Rodrigo - La mano de dios,La mano de Dios (Homenaje a Diego Maradona),spotify:track:5s8onl5Lw5q1AijP5BUm7G
Galantis,The Aviary,Salvage (Up All Night) (feat. Poo Bear),spotify:track:2Xa9noXOlgoqSyDYAlwKs1
Ed Sheeran,÷,Supermarket Flowers,spotify:track:4VuS959DSpr82t3qBqCrWG
Mora,MICRODOSIS,TUS LÁGRIMAS,spotify:track:30W8VKHrAZmHzObnwAoc1u
Arnau Griso,Para que el mundo lo vea,Para que el mundo lo vea - Acústico,spotify:track:6IukuUL2wwXBMQgbNsBnKK
Maria Becerra,222,Dime Como Hago,spotify:track:6ptYQHykWyre18zuq6tcir
Angela Torres,Simona (Music from the TV Series),Sí sí Simona,spotify:track:6gHW555OvG8KkpYKofqTLg
Post Malone,Hollywood's Bleeding,Circles,spotify:track:21jGcNKet2qwijlDFuPiPb
Randy Newman,Disney-Pixar All Time Favorites,"Walk To Work - From ""Monsters, Inc."" / Score",spotify:track:2kmjhoWbHRfBLwguRp1dlA
Sean Paul,Contra La Pared,Contra La Pared,spotify:track:37eGbhE1xVFSvcKkqGb6i1
Avicii,AVĪCI,Friend Of Mine (feat. Vargas & Lagola),spotify:track:5wl32jJoBEyWUaDOtJVoMo
Coro Pascua Joven San Isidro,Alimento que da vida,Después de caer,spotify:track:5wpFcch8FkRv1Nl5MepMxK
Rauw Alejandro,Elegí (feat. Dímelo Flow),Elegí (feat. Dímelo Flow),spotify:track:50ZC4PM7hywH27RcCfViau
Natalia Lafourcade,Hasta la Raíz,Nunca Es Suficiente,spotify:track:2niUiaoJDCzNldW0pV66zb
The Beatles,Abbey Road,Here Comes The Sun - Remastered,spotify:track:45yEy5WJywhJ3sDI28ajTm
Los Nota Lokos,Rompelo Ahí,Rompelo Ahí,spotify:track:4Y0wT9yQnQXUscmIRH8L6c
Lil Nas X,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),spotify:track:67BtfxlNbhBmCDR2L2l8qd
Maluma,"Pretty Boy, Dirty Boy",Recuérdame,spotify:track:3ZHDCdVOw1Aqc3uIDsKOMK
Papi Sousa,Un Minuto,Un Minuto,spotify:track:2do7yGKJDjZhN4Zo8WgpQc
Curtis Stigers,The Bodyguard - Original Soundtrack Album,"What's So Funny 'Bout Peace, Love And Understanding",spotify:track:3cbHPZT4Dl9WJ6QsTvE9Dc
Red Bull Batalla,Final Internacional Mexico 2017 (Live),Wos VS. Melvin la Cura - Octavos de Final (Live),spotify:track:2ux6oClV3BgHlJSo2f7oOk
Breakbot,By Your Side,Baby I'm Yours,spotify:track:0tZkVZ9DeAa0MNK2gY5NtV
Duki,Goteo,Goteo,spotify:track:1EoEU4HY57qaITp06TkC6B
Cris Mj,Locura y Maldad,Locura y Maldad,spotify:track:2dG8CDU9UBem2ReYcLafDt
Alan Watts,The Profound Words Of Alan Watts,Birth and Death,spotify:track:1VPIC81xEHA5FWVxirwpf9
Zeballos,Lo Mismo de Siempre,Lo Mismo de Siempre,spotify:track:2U2nZYCwhHwgRWfgu15zTs
Milky Chance,Blossom,Alive,spotify:track:1azJHLB5XFG4dibJuSOF7L
Shawn Mendes,Señorita,Señorita,spotify:track:0TK2YIli7K1leLovkQiNik
Ed Sheeran,÷,Happier,spotify:track:2RttW7RAu5nOAfq6YFvApB
Gavin Mikhail,The Night We Met,"The Night We Met (from ""13 Reasons Why"")",spotify:track:5ftTH7EI3S4Z0FjuJOnVxy
Dove Cameron,Descendants 2,"Evil - From ""Descendants: Wicked World""",spotify:track:16LCNkdHW8p2dDryhXsyGP
Maroon 5,Pop Nostalgia,She Will Be Loved,spotify:track:0ceARdPDRgBg23CLeAb52W
Lil Dicky,Professional Rapper,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),spotify:track:6AoYWCzsDls6c61Zp5qTuU
KHEA,ECLIPSE,ECLIPSE,spotify:track:3mEb7NQ4pCQ7Rwy9RVC2eq
Ritt Momney,Put Your Records On,Put Your Records On,spotify:track:6AGOKlMZWLCaEJGnaROtF9
ChocQuibTown,Qué Lástima,Qué Lástima,spotify:track:0ojvxgSTugVPVlNWka3hOb
Jason Derulo,Mamacita (feat. Farruko),Mamacita (feat. Farruko),spotify:track:7iwhbx1YQcQ675DTj6AmAb
Sebastian Yatra,FANTASÍA,Aquí Estaré,spotify:track:6fXnEtRl3ZeAMg9kSqcN3G
Fidel Nadal,International Love,International Love,spotify:track:2O282x8rik9PMihQAx6bAq
Jorge Drexler,Sea,Me haces bien,spotify:track:4UKe38tm5NkRpuFCxwewEe
Justin Bieber,Lonely (with benny blanco),Lonely (with benny blanco),spotify:track:4y4spB9m0Q6026KfkAvy9Q
La Champions Liga,Somos Nosotros,El Culpable Soy Yo,spotify:track:5I7jj1e4d7oy0sX4GDvyei
Sebastian Yatra,FANTASÍA,En Guerra,spotify:track:6dJPqP0gHP6iAZuIk1njBs
Ricardo Arjona,Circo Soledad,El Cielo a Mi Favor,spotify:track:0BJwrbkZKf7KwlwBOJbD8i
Angela Torres,Simona (Music from the TV Series),Mejor con amigos,spotify:track:0QrLspFPZSLeU1QaSVa881
Shawn Mendes,Live At Madison Square Garden,Mercy - Live,spotify:track:4kAlNhmsBsgUi0e7IiyGzl
Maluma,Felices los 4 (4 Versiones),Felices los 4 - Pop Version,spotify:track:0LyUyzxOby9ocxsPYZ9Z8K
John C,C90,C90 - Remix,spotify:track:2b6i9zx3ULzKrNWmyP0ePD
Soran,IG Comments Song,IG Comments Song,spotify:track:6pIOydA6UqJZYTo9n9YFfA
CNCO,Pretend,Pretend,spotify:track:78Nyf6RlqBANlMhSnKyClT
Shawn Mendes,Illuminate,Understand,spotify:track:1zKuqri2rJxxr400ufB6vE
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Una Vez Más,spotify:track:5oSb7py5CUutbrvviHeS5K
Lele Pons,Celoso,Celoso,spotify:track:33zcmmElV1YbRZe57biUjg
TINI,Quiero Volver,Te Quiero Más,spotify:track:6fUxjpkdzip1MObtLaSgKQ
Natalia Lafourcade,Hasta la Raíz,Hasta la Raíz,spotify:track:3lGMtkONrZdJ8kTCg6KIFf
L-Gante,Pistola,Pistola,spotify:track:2OEVXCvrzJfpZaIPwsR99i
Tiagz,They Call Me Tiago (Her Name Is Margo),They Call Me Tiago (Her Name Is Margo),spotify:track:489AYiTB0ylShgV29tihMo
Intoxicados,No Es Solo Rock And Roll,Una Vela,spotify:track:5TQlPe23rDgLkgbpEgWUnI
Phineas and the Ferbtones,Disney Channel Playlist,Gitchee Gitchee Goo,spotify:track:0WUcIKXoLP9P3P67puCbkX
Lisa Stansfield,The Bodyguard - Original Soundtrack Album,Someday (I'm Coming Back),spotify:track:2uu2bgubcIjivmsVbYgivF
KHEA,Te Necesito (Live Acoustic),Te Necesito (Live Acoustic),spotify:track:79uVK69HCjcVEKsVcl4DAB
Milky Chance,Sadnecessary,Fairytale,spotify:track:4JQQFICIr3W7dBkrpY95eF
Miley Cyrus,Younger Now,Love Someone,spotify:track:7llPsildzxzgt6odtSaScQ
Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,HACIENDO QUE ME AMAS,spotify:track:26QApq0cuO9brJigr0C0W4
Lauv,I met you when I was 18.,Never Not,spotify:track:4fFfyouye6vrX9o9z4PVMu
Don Omar,Latino! Greatest Hits - 56 Latin Top Hits,Pobre Diabla,spotify:track:0yglvGgLOCnznme674cR9X
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,En Un Sólo Dia,spotify:track:0epE322eIwbGrlZxkqpzun
Manal,Manal,Jugo de Tomate,spotify:track:0agzpJR3jRbfLKhG5nWxx3
Pedro Capó,Calma,Calma - Remix,spotify:track:5iwz1NiezX7WWjnCgY5TH4
Helena Bonham Carter,Cinderella,Bibbidi-Bobbidi-Boo (The Magic Song),spotify:track:60wRgK8fQfnDHmwKbzqlWa
Ella Eyre,Feline,We Don't Have To Take Our Clothes Off - Remastered 2015,spotify:track:49GpGYGli1xcxovgYf0k4c
Brytiago,Te Falle,Te Falle - Remix,spotify:track:0WfoXzTTleO9bHtuQIn5EY
Nacho,La Criatura,Happy Happy,spotify:track:1CdM0jOwHOvO1kREj87vQf
Conor Maynard,Covers,Work,spotify:track:3ymrR3hOphsdFEIVGeISv4
Shawn Mendes,Shawn Mendes,In My Blood,spotify:track:21YnmkSDhUkmkkni22Svc4
Pilar Pascual,Go! Vive A Tu Manera (Soundtrack from the Netflix Original Series),Go Go Go,spotify:track:4SDodGfpKj2MPnIgEioJoA
Milky Chance,Blossom,Losing You,spotify:track:1uNTs42rqMDyyVjCjARTur
THE ANXIETY,THE ANXIETY,Meet Me At Our Spot,spotify:track:07MDkzWARZaLEdKxo6yArG
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Del Estadio Al Cielo,spotify:track:4mRuM1hYY9u4YLo6RX9YVk
Calvin Harris,How Deep Is Your Love (Remixes),How Deep Is Your Love - Chris Lake Remix,spotify:track:7foafyqmJYUdhGBpIusueW
Leo Rizzi,No siempre quedará París,No siempre quedará París - Remix,spotify:track:4TPugCH4s6bRqhWhGkb2qw
Lea in the Mix,Treme Bum Bum / Puti Short,Treme Bum Bum / Puti Short,spotify:track:0YmPd3U3sRB7LHzIKFWnVH
Jacob Sartorius,The Last Text EP,By Your Side,spotify:track:1Z9DSDnta5xcbLPeUxrQvD
Bizarrap,"Dani Ribba: Bzrp Freestyle Sessions, Vol. 7","Dani Ribba: Bzrp Freestyle Sessions, Vol. 7",spotify:track:1jKq6jcjPAd2awwuYiPswp
Why Don't We,Big Plans,8 Letters,spotify:track:7LJqSolCoVKeb4GK3dRbJl
Camila Cabello,Camila,Never Be the Same,spotify:track:4eWQlBRaTjPPUlzacqEeoQ
Milky Chance,Blossom,Ego - Acoustic Version,spotify:track:072gJidO70ft5SB1ZNtC82
Bad Bunny,YHLQMDLG,A Tu Merced,spotify:track:4r9jkMEnArtWGH2rL2FZl0
FISHER,You Little Beauty,You Little Beauty,spotify:track:1gRQxbfL4ULWyTosgXSbWT
Captain Jack BR,Bella Ciao (Remix),Bella Ciao - Remix,spotify:track:6oyPcBw6WdYktPGObwsnGU
Lauv,~how i'm feeling~,Sims,spotify:track:7sJwGtoWgkVRwzujlyT3cp
Lali,Brava,OMG!,spotify:track:1YVlMsH7K9e5IZPWNZzIjE
ayokay,In the Shape of a Dream,Stay With Me (feat. Jeremy Zucker),spotify:track:65Bynqyt59f3fojjs1Uo41
La Champions Liga,Cumbia villera - La Champions Liga,Tu sin mi,spotify:track:0rbBqsCqIfFhRtiFoNhtcL
Logic,Everybody,1-800-273-8255,spotify:track:5aFQU3VPCQ3YGfKBA4tLfj
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,spotify:track:39shmbIHICJ2Wxnk1fPSdz
Nicki Nicole,Mala Vida,Mala Vida,spotify:track:3SzBLvShr2FKp1qSaqK6cm
Michael Giacchino,Disney-Pixar All Time Favorites,"Special Order - From ""Ratatouille"" / Score",spotify:track:70MF7i64Yhfy3zvJnpcbON
Dove Cameron,Descendants 2,Ways to Be Wicked,spotify:track:5PkXw4xMCaIoguKBiWZUGN
Milky Chance,Sadnecessary,Stolen Dance,spotify:track:2jiPHbFX5XM8TjaTfYJ0eo
Akon,Trouble,Bananza (Belly Dancer),spotify:track:0dNPpDFdvzj6XFIRzg2hmp
Ed Sheeran,÷,Barcelona,spotify:track:3Lfiu5sZ4M4B6JaKMBc0FU
DJ Alex,El efecto,El efecto - Remix,spotify:track:4LRYdLim72NkkWlBBgKOZG
Lali,Brava,Vuelve a Mi,spotify:track:6lRE7UoLBqTGuItDLjL40P
Jonah Kagen,Moon,Moon,spotify:track:1XpAZlfENlrHalIvuhAp9R
Pump Xxx,Arms Around You,Arms Around You,spotify:track:2w7HregFKjp8WdKUsMTvIL
SHAUN,Take,Way Back Home,spotify:track:3NxuezMdSLgt4OwHzBoUhL
Shawn Mendes,Handwritten (Revisited),Memories,spotify:track:1JOXtsCnIVcDkVi9SxMIso
Piso 21,Pa' Olvidarme De Ella,Pa' Olvidarme De Ella,spotify:track:1cVlW9WQiGlFdWUXFdFZGh
Fito Paez,Circo Beat,Mariposa tecknicolor,spotify:track:2RognU2ViRdA6HxnpAITJl
C.Terrible,My Dog Is,My Dog Is,spotify:track:1AnWtLKn7r9rxK1cdCY4A6
Maluma,Magia,Obsesión (feat. Dyland & Lenny) - Version Remix,spotify:track:2XG9u0s7VtszmS0mSCfEn2
SDJM,That Way,That Way,spotify:track:0Sc5lXL9iqUHibXRfiquGn
Rita Ora,Phoenix,Only Want You,spotify:track:2CTN6UuO2dNEVZXR0DJVk2
Jeremy Zucker,glisten,all the kids are depressed,spotify:track:75ls0gurX68lUmMjE7QcsE
Morat,Balas Perdidas,Acuérdate De Mí,spotify:track:6vJSBlhgcGFTnHn3UsHgpt
Paulo Londra,Tal Vez,Tal Vez,spotify:track:46lvmzK8wxAy66tjzXXSh0
Paulo Londra,Adan y Eva,Adan y Eva,spotify:track:6FyRXC8tJUh863JCkyWqtk
Ed Sheeran,÷,Bibia Be Ye Ye,spotify:track:6SznMYPQJHzr3IwsAHLId2
Major Lazer,Peace Is The Mission (Extended),Light It Up (feat. Nyla & Fuse ODG) [Remix],spotify:track:40MkEbKzuSW9ET6HBngqnK
Train,"Hey, Soul Sister","Hey, Soul Sister",spotify:track:0KpfYajJVVGgQ32Dby7e9i
Kevo DJ,Veneno de Serpiente,Veneno de Serpiente,spotify:track:7bNaTzPNQhRrH6e27XYO1U
Martin Garrix,Drown (feat. Clinton Kane),Drown (feat. Clinton Kane),spotify:track:4RVtBlHFKj51Ipvpfv5ER4
Superfruit,Future Friends,GUY.exe,spotify:track:3JTjLyrnevl9ASw3ayGO2P
Sonna,Cinderella,Strong,spotify:track:4LduFQwF11Mno3x9FsfoJH
Dj Kass,Scooby Doo Pa Pa,Scooby Doo Pa Pa,spotify:track:1xndOD8CreR5ctkOv5G1LN
John Travolta,Grease,Greased Lightnin' - From “Grease” Soundtrack,spotify:track:0t7WhYsl5seMz896jS113q
Lil Pump,Esskeetit,Esskeetit,spotify:track:44KKhCyI0BGS6LvVyDqJtH
Ariana Grande,Sweetener,everytime,spotify:track:0WdR2AyLW1Drd3OUdwezM0
Miley Cyrus,Plastic Hearts,Angels Like You,spotify:track:1daDRI9ahBonbWD8YcxOIB
Morat,Balas Perdidas,Presiento,spotify:track:2V4hc5gplg7EXlrRUvD4rp
Mike Bahía,Serenata,Serenata,spotify:track:0Ek2vjTPwy3fXKQnsXy8MH
Duki,Ley de Atracción,Ley de Atracción,spotify:track:52PVGjg5sUhfs9PHiSl02c
Izan Llunas,Luis Miguel La Serie (Soundtrack),1+1=Dos Enamorados,spotify:track:4GR446pvdwhSMO0jEuSiZI
Camila Cabello,Camila,Inside Out,spotify:track:5xi2SXmF3A5AIsuGXiUIZu
Ed Sheeran,÷,Eraser,spotify:track:7oolFzHipTMg2nL7shhdz2
Sebastian Yatra,FANTASÍA,Yo Te Extraño,spotify:track:3IjgbyNxrZqwSJf67YPc06
Camila Cabello,Havana,Havana - Remix,spotify:track:3whrwq4DtvucphBPUogRuJ
Niall Horan,Flicker,This Town,spotify:track:0qvzXomUDJVaUboy2wMfiS
Noah Kahan,Hurt Somebody,Passenger,spotify:track:6wkVmLTBedKaAoeSj4xP6J
Galantis,The Aviary,Written in the Scars (feat. Wrabel),spotify:track:0W68dlJ9e4OcVWbECODJDM
Harry Styles,Harry Styles,Sign of the Times,spotify:track:5Ohxk2dO5COHF1krpoPigN
Ariana Grande,Sweetener,better off,spotify:track:3NbTQ8ZbHU6MSEVUFAVCJ9
Bizarrap,"Kiddo Toto: Bzrp Music Sessions, Vol. 11","Kiddo Toto: Bzrp Music Sessions, Vol. 11",spotify:track:7jJV6hcqjD76gbu7TG67k8
John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads","Take Me Home, Country Roads - Rerecorded",spotify:track:2xYlyywNgefLCRDG8hlxZq
Benjamín Amadeo,Vida Lejana,Todavía,spotify:track:1lrcy21mSisqOSuSb1c1tB
David Guetta,Flames,Flames - Extended,spotify:track:5plDQNrTQkND1PW9hm1MV8
Maluma,PB.DB. The Mixtape,La Curiosidad,spotify:track:0g1gWpGR4jcmR5b2ErsK46
Maddix,Hardwell On Air - Best Of January 2018,Mantra,spotify:track:0ZQ1oC9adhACM5mAY42nyn
La Joaqui,Mañosa,Mañosa,spotify:track:6ELw0p5THiGQxrJnQnmwCq
Nicky Jam,Voy a Beber,Voy a Beber,spotify:track:4xv3AWzXuakTDsfn1bNJc4
Anders Nilsen,Salsa Tequila,Salsa Tequila,spotify:track:4WRjqQ6sx5qIcddaIxNTfF
Ayo & Teo,Rolex,Rolex,spotify:track:0pSBuHjILhNEo55xK1zrRt
Galantis,The Aviary,Pillow Fight,spotify:track:3sjoP4LW3hObIGJ6Z95O8b
Ariana Grande,Sweetener,R.E.M,spotify:track:1xWH8zYtDeS9mW1JJG23VZ
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",spotify:track:4w8niZpiMy6qz1mntFA5uM
Quinn XCII,The Story of Us,Flare Guns,spotify:track:7cM9Kqto11iJpY2RwgVJSq
Khalid,Free Spirit,Bluffin',spotify:track:42w7pX3r1TpLR0i55Ek5ND
Why Don't We,What Am I,What Am I - Cash Cash Remix,spotify:track:5RIGSxOr5oVnOeVPdK5PN7
Milky Chance,Blossom,Heartless,spotify:track:1FguYCzxg0wOigoUo7S6ab
Rita Ora,Your Song,Your Song - Cheat Codes Remix,spotify:track:6IUxxEeE9fGdZa5HYDFYLn
Maluma,Hawái,Hawái,spotify:track:4uoR6qeWeuL4Qeu2qJzkuG
Portugal. The Man,Woodstock,Feel It Still,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
Maluma,Corazón,Corazón,spotify:track:4lESS6vuruP6a79KWRaQou
Hannah Montana,Disney Channel Playlist,Let's Get Crazy,spotify:track:42QgioRHWFEbZlJdu29ZjH
WOS,MELÓN VINO,MELÓN VINO,spotify:track:7xQgtdHA1NHFTmomE2XHhi
The Kid LAROI,F*CK LOVE 3+: OVER YOU,STILL CHOSE YOU (feat. Mustard),spotify:track:7xJqJxiM5f0BZQLWCbOuWz
With Løve,Someone You Loved,Someone You Loved - Remix,spotify:track:43WUlzGK0qqDPFngeULWkt
Travis Atreo,Should Have Been Us,Should Have Been Us,spotify:track:0P3wANnHa96Q7qOBzZrvD5
WOS,OSCURO ÉXTASIS,CULPA,spotify:track:0BTJ7QpDRjinzAy8KQMAp8
Fer Palacio,Tak Tiki Tax,Tak Tiki Tax,spotify:track:7jOrc6UmSoQQdHq8J1c7jS
Lali,Brava,Sin Querer Queriendo (feat. Mau y Ricky),spotify:track:5rUNrHC5b0oYanaw370Ncz
Why Don't We,8 Letters,In Too Deep,spotify:track:6z3OqZBR4v3w6s0w6dSVhF
Quevedo,SIN SEÑAL,SIN SEÑAL,spotify:track:1Y62KpDaP5MEL43ZcI6IaG
David Guetta,Flames,Flames - Sylvain Armand Remix,spotify:track:7xuGJmN8O7vycKgwrs4vNS
Felipe Barrenechea,El viaje,El viaje,spotify:track:1Q4sh2qHtUxujMkQ536QAO
In Real Life,Tonight Belongs to You,Tonight Belongs to You,spotify:track:2KoBfReU3NlprzgU5WvUiv
Die Antwoord,Donker Mag,Pitbull Terrier,spotify:track:7wxqtAEYlz4gwVowjgOTrC
Maluma,"Pretty Boy, Dirty Boy",Tengo un Amor (feat. Leslie Grace),spotify:track:4x3uJNB2Keq3sB8s8sMMAI
La Champions Liga,La Champions Liga,Besame,spotify:track:7y8V5gDcZavd1ks95ktB49
Blxst,No Love Lost,Chosen (feat. Ty Dolla $ign),spotify:track:1dIWPXMX4kRHj6Dt2DStUQ
Morat,Sobre El Amor Y Sus Efectos Secundarios... Y Unas Cuantas Cosas Más,Ahora Que No Puedo Hablar,spotify:track:2wrBqsiTV58hAxhfN3BZ9J
Lovesik,Falling Into Love,Falling Into Love,spotify:track:01J9TdH0n1RHYGriTjHyUc
Why Don't We,Big Plans,Big Plans,spotify:track:6Yx181fZzA0YE2EkUsYruq
The Kid LAROI,F*CK LOVE (SAVAGE),SO DONE,spotify:track:3qgPpwtuRu5oP8EtFSj8HE
Patrick Doyle,Cinderella,A Golden Childhood,spotify:track:6vO5Jn6vQj6wLoelNyX47q
Fuego,Una Vaina Loca,Una Vaina Loca,spotify:track:2qEoAz0i6yEz5dPggABcLH
Ariana Grande,Sweetener,successful,spotify:track:5YeHLHDdQ4nKHk81XFWhCU
Polo Frost,Best Ever (feat. Ayo & Teo),Best Ever (feat. Ayo & Teo),spotify:track:7BQ1LYgw8XGhnUFY851OVg
Anuel AA,Emmanuel,Hasta Que Dios Diga,spotify:track:06s3QtMJVXw1AJX3UfvZG1
XXXTENTACION,"XXXTENTACION Presents: Members Only, Vol. 3",Off the Wall!,spotify:track:0GRmh4ZlobfhvDE9L4CbOs
TINI,Miénteme,Miénteme,spotify:track:0cOa970mzTWAxKtltpkpLc
Jessie Reyez,Kiddo,Great One,spotify:track:1rm9z2o1PgcJHIYL6nx0VG
Robbie Williams,Sing When You're Winning,Rock DJ,spotify:track:4pbyDPjFgfPqFTcIMC8xpK
Michael Bublé,Michael Bublé,Put Your Head on My Shoulder,spotify:track:5r8cnleYmzVjuLzVRQXqbW
Jacob Sartorius,Left Me Hangin',Chapstick,spotify:track:4XjQtmvtRcm5U4UQj0sMs1
Travis Tritt,Greatest Hits: From the Beginning,Help Me Hold On,spotify:track:3BHx6B5k6FLSAkFWaLRgjb
Maria Becerra,Tú Me Lo Haces Fácil,Tú Me Lo Haces Fácil,spotify:track:4uHDcZYy7kQxNY0IzxDy7w
Ariana Grande,Sweetener,raindrops (an angel cried),spotify:track:0v2LUO8oTHnkjQ8MmKuXyk
Romeo Santos,"Fórmula, Vol. 2 (Deluxe Edition)",Propuesta Indecente,spotify:track:5PycBIeabfvX3n9ILG7Vrv
In Real Life,Eyes Closed,Eyes Closed,spotify:track:0h3PlGdTl8kUA47Zb2kJAi
Cheat Codes,Put Me Back Together (feat. Kiiara),Put Me Back Together (feat. Kiiara),spotify:track:5BgsAQnzQFlunJY5T4k1Pd
Jorge Drexler,Eco,Todo se transforma,spotify:track:4YEU9N2XAE0DfUwxWI5ijA
Semedo,Some People Say,Some People Say - Radio Edit,spotify:track:5GCdBZ6QzW3lWbMJEwYx6k
Tate McRae,feel like shit,feel like shit,spotify:track:2EBnvom1dTybtm75a3Xh1T
La Champions Liga,Somos Nosotros,Baila Como Tu Quieras (Reggaeton),spotify:track:5SFRI9xJpnq4r03OhzTGMO
Calle 13,Calle 13 (Explicit Version),Atrévete-Te-Te,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv
Bars and Melody,Covers Part II,Unforgettable,spotify:track:4jln8fpVWRBdEHNZZuLiDO
Pappo,Blues Local,Mi Vieja,spotify:track:7yVhDY1z7PwV525mGKUgs7
Yahir,Llegaste A Mi Vida,Llegaste A Mi Vida,spotify:track:4rARugNCdlOra7sQz10md1
Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,spotify:track:47Slg6LuqLaX0VodpSCvPt
Rachel Platten,Wildfire,Stand By You,spotify:track:3kSXn1osC89W8JcPLozTzs
Kura,Hardwell On Air - Best Of January 2018,Skank,spotify:track:6MThmpA1vpoMUZ45cA8o9t
Emaús,Solo Él,Alábenlo,spotify:track:3s72e0rAUXI0ve9oVlB39y
L-Gante,Malianteo 420 (Volumen 2),Malianteo 420 (Volumen 2),spotify:track:0ZajfwON99KmQd2gm02NG8
Coro Pascua Joven San Isidro,Alimento que da vida,Quédate Señor,spotify:track:5WjJBybvpTV0bh7EWHREhh
Olivia Rodrigo,High School Musical: The Musical: The Series,Just for a Moment,spotify:track:0fyNdwiOqyXyZ1OHhtRZ5y
Vanessa Da Mata,Ai Ai Ai,Ai Ai Ai - Felguk & Cat Dealers Remix,spotify:track:56yFJewuZr1kKfYu2O35nx
La Champions Liga,Primer Tiempo,Una Noche Mas,spotify:track:0dXU3Ws0efozJNC0Hn7UYg
Lucy Spraggan,Join the Club,Last Night (Beer Fear),spotify:track:0tn15AIyBUAi9WLzzhKQsk
Wrabel,11 Blocks,11 Blocks,spotify:track:7nZBRPj89rgeZ5eBLp2J7P
