trackName,endTime,artistName,msPlayed,uri
Control,2022-06-03 10:03,Zoe Wees,4162387,50Td3qilgs8BLtv8mHyT1t
Crazier,2022-06-03 02:33,Taylor Swift,2468855,5vyxXfD5gLlyPxGZMEjtmd
Daylight,2023-04-05 19:13,Lissom,4491639,1odExI7RdWc4BT515LTAwj
Deep End,2022-06-02 22:08,Birdy,2204853,555CH6CnGJRqO37pqA30vW
"Don't Give Up On Me - (From ""Five Feet Apart"")",2022-06-03 20:30,Andy Grammer,5245067,5A3fPy30SN2wuzrahpcxvV
Easy On Me,2022-06-02 22:45,Adele,2380058,0gplL1WMoJ6iYaPgMCL0gX
Ecos De Amor,2022-06-03 02:33,Jesse & Joy,1717120,3lI5dscCDez8cF6LF3Me7F
Falling Apart,2022-06-03 02:22,Michael Schulte,2364187,0aIW3ekrhK1eh3BYCh11op
Fat Funny Friend,2022-08-26 22:21,Maddie Zahm,5473423,4eaSY3ucamesaARYBsLfz2
Faux,2023-04-04 15:11,Novo Amor,1762173,5c3mx1oOkT5ynQ4MpK1ul1
Fingers Crossed,2022-06-03 09:55,Lauren Spencer Smith,1459634,5S9Zs5g9lTWnLIboN1pdlU
Flight Risk,2023-04-04 16:03,Tommy Lefroy,593092,0kAsY8KaG5sM6uwAEt3qyg
Flowers,2023-01-08 23:36,Lauren Spencer Smith,7882159,6Z165JvPnS8PYvGW8oLGLc
Ghost,2022-06-03 09:55,Justin Bieber,3837147,6I3mqTwhRpn34SLVafSH7G
Ghost Of You,2022-11-02 12:23,5 Seconds of Summer,2786054,1MhXdlCQPnO56T57MfmaRm
Habits,2022-10-20 01:34,Genevieve Stokes,5043590,4UGvqm3e7UElrrriPtnhwz
Hard Sometimes,2022-06-03 20:32,Ruel,1342971,0D2xguFRqCF0OUqXCkqrpU
Heal,2022-06-22 21:01,Tom Odell,3173623,4KlL5Bwlm4yHYxr0B2rHci
Hold Me While You Wait,2022-06-22 20:16,Lewis Capaldi,2058824,60iSKGrGazRzICtMjADNSM
Home,2022-07-08 15:33,Edith Whiskers,4728415,7w5cxTEzp1rfV3KCy0Bd5N
I GUESS I'M IN LOVE,2022-06-03 10:10,Clinton Kane,703627,1is8gU4RVcN4J8xItxWoOY
I Get to Love You,2022-10-21 03:08,Ruelle,492322,3CV4lFELdziNM1OnHU8nwz
I Miss That Time,2022-11-12 21:15,Austin Farwell,2307375,0Knj8ikuaueHZmwMrzxDIt
IDK You Yet,2022-08-26 23:04,Alexander 23,1296524,47EWMOElkkbMp5m9SBkx7d
If Only,2022-06-03 20:48,Dove Cameron,2542224,1mRBJdpIgc3jZH8C3cN2WV
If You Love Her,2023-05-19 13:01,Forest Blakk,869404,727Z2S2mtNH46CbP9EWPwY
If the World Was Ending (feat. Julia Michaels),2022-06-03 10:17,JP Saxe,1385734,2kJwzbxV2ppxnQoYw4GLBZ
In The Stars,2022-06-03 20:36,Benson Boone,6639531,1ei3hzQmrgealgRKFxIcWn
It's Ok If You Forget Me,2023-05-19 17:14,Astrid S,1050118,312zSwwbPU7C3sTmro4Wx9
"It's Raining, It's Pouring",2022-06-02 22:51,Anson Seabra,1696793,0dhw2WjJZBsbBDv0Ipdgbw
Je te laisserai des mots,2022-09-11 22:20,Patrick Watson,5149261,0V5cvmTKsYmF5FmGGEAfmS
"July 22, 2020: C / 2020 F3 - Comet Neowise",2022-06-02 22:54,Sleeping At Last,1729698,7e83nqqtB1j71YhPVkqWXf
Keep Your Head Up Princess,2022-06-03 02:32,Anson Seabra,2964969,19pChrR4hwdINqoOFUo2Hj
Locksmith,2022-10-09 03:02,Sadie Jean,5413955,4HcARAxzsbIB3MqiEkejM6
Lose You To Love Me,2022-06-02 22:33,Selena Gomez,5486088,2FeGfLRrUIMwybTplG0AWj
Lost In The Wild,2022-06-03 09:48,WALK THE MOON,952917,0M1A9wInEHilyWkh4I8tWo
Love In The Dark,2023-03-22 00:02,Adele,6294182,7B5Npv8NjjTCzk8PLpU66h
Lover Of Mine,2022-06-03 09:55,5 Seconds of Summer,1730445,4CufDREo1dO9TL7txA5SGA
Lucky Charms,2022-06-03 09:55,Anson Seabra,3955674,1Cwg5W2pW4aDvgUnb0PAvL
Magazines,2022-06-02 22:45,Anson Seabra,3448351,3Amht3EpGYKEYZkafAwibf
Marte,2022-07-05 14:11,Sofía Reyes,8826715,1uK5rDY3BnikyG0sl3tPpc
Middle Finger,2022-06-03 09:52,Bohnes,1667733,0IK8y0vAO0sM630HsxwLht
Moral of the Story,2022-06-03 02:22,Ashe,1923389,2nC3QhMI9reBIOWutbU3Tj
Never Enough,2022-06-22 20:44,Loren Allred,444083,0Gl5s8IhMmQE5YQwM8Qx1J
Never the 1,2022-06-03 10:17,ROSIE,866620,3gk96wClxx6rbSOpxXUc5O
Nightlight,2022-06-03 02:25,Finding Hope,1242203,73LdhMZm8CrXJEi2wm6um3
Not Sad Anymore,2022-08-12 15:42,Clara Mae,10383294,1AHa2iLVTyjMisXwg0oMh1
Not a Love Song,2022-06-22 21:01,Tyrese Pope,2404304,7c7eehhS6b19w6rEeuLhD6
"Oh Man, What a View!",2022-06-02 22:18,Matt Landi,451954,2b5zQzxVQUVacZKGkpw59z
Older,2022-06-03 20:48,Sasha Alex Sloan,1886541,52iLDrSoRtf9lcgFuLVfqE
Over Again,2022-06-03 10:06,One Direction,2011835,4RC5YmcpCbRsX3AtRzoQeh
Peer Pressure,2022-06-03 02:33,James Bay,1172861,4RE3vueod5PL48rvHtuu9C
People You Know,2023-03-10 00:42,Selena Gomez,1462221,63mdJr3NMY3wReOkNE6c6W
Perdóname,2022-06-24 15:27,Mau y Ricky,1475160,4mivRZXyZbIDecPTiCtOjw
Perfect,2022-06-03 10:10,Cole Norton,2452166,5yWL57uHx9aincW0l7px7p
Perfect Harmony (feat. Madison Reyes & Charlie Gillespie),2022-06-02 22:58,Julie and the Phantoms Cast,3824522,5yeHtAPGAFsfN9baoglUlc
Peter Pan Was Right,2022-06-02 22:05,Anson Seabra,4442708,2At18rPHOuTEjGEppwGV0A
Pierre,2022-06-02 22:48,Ryn Weaver,4388607,2vpVR1L7Qfkd7D6qFNuorq
Pretty Girl - Cheat Codes X CADE Remix,2022-06-24 09:58,Maggie Lindemann,402868,39IsH7B5byx8NRlEKlZVg9
Remember That Night?,2022-06-03 02:25,Sara Kays,2196188,1nYzjrdVQ8RpF93M0jPFW7
Resonance,2022-06-03 10:10,Home,101936,65r94rVdiMwqXyQFEr3tqT
Rewrite The Stars,2022-06-03 09:55,Zac Efron,7304282,65fpYBrI8o2cfrwf2US4gq
Rich Boy,2022-06-03 20:48,Sara Kays,821404,6fAF2lOiZ86UNlY1Nth9tW
River Of Tears,2022-06-02 22:18,Alessia Cara,3411418,3ArYVrRb0lDBLzuJJqIXzC
Running After You,2022-06-03 20:43,Matthew Mole,733973,6cRkm1iHWDYpkQanPyLqwn
"Rápido, Brusco, Violento",2022-06-03 09:55,Juan Magán,1939770,63HbvWprv2Mhu63x0nMmLH
SNAP,2022-06-29 10:00,Rosa Linn,8200974,0QPRDC97rIQB3Jh3hrVJoH
Sara,2022-06-02 23:06,We Three,3674078,0zSemnpoUFdtesuHTZ3ifv
Secrets,2022-06-24 10:22,Jacob Lee,1148673,5QcXv2olyooZY0D5V1xzhU
Selfish,2022-06-03 10:17,Madison Beer,844696,4PV0uE5pZSh44E3NqNNDEH
Shine A Light,2022-06-24 14:16,BANNERS,117713,1fDtoTPDyzkNOfFIRXxsC5
Skin,2022-06-03 02:25,Sabrina Carpenter,3116871,03B2SfXuvDh1m9F4tqrX07
Smaller Than This,2022-06-03 09:56,Sara Kays,1468562,29A7Zz30FbIbvlnHHaJdIx
Someone To Stay,2022-06-03 09:56,Vancouver Sleep Clinic,7465202,2xlV2CuWgpPyE9e0GquKDN
Someone To You - Acoustic,2022-06-03 02:19,BANNERS,747975,6uhk9SHuaSqlvG2Dt3Ncnk
Sorry,2022-06-03 09:52,Aquilo,2152022,6MXJdqTuSDXkG21JHWiGko
Sorry to Your Next Ex,2022-06-16 14:09,Haiden,5988538,3MmSF1hLnAHBrpF4A0fY9d
State Lines,2022-12-02 14:35,Novo Amor,2232939,7CoMBpPTwQi2wPT0U0Nr9b
Stereo Hearts (feat. Adam Levine),2022-06-02 22:25,Gym Class Heroes,1841034,0qOnSQQF0yzuPWsXrQ9paz
"Still Falling For You - From ""Bridget Jones's Baby""",2022-06-03 10:09,Ellie Goulding,668072,3odrUVQ9tvRpkC9II2oWzx
Stranger Things (feat. OneRepublic),2022-06-03 09:55,Kygo,1753397,4sJqSKPc5fZ5OZ8JiVI44N
Take Yours,2022-06-22 21:01,Matthew Mole,1168270,6wwu8cc0nP60ha0biRmqGY
Tell Me That You Love Me,2022-06-02 22:18,James Smith,1384245,2wHA4yJKT8TJhGz20QxUqX
The Night We Met,2022-06-01 21:56,Lord Huron,5338240,3hRV0jL3vUpRrcy398teAU
The Nights,2022-06-03 09:56,Avicii,553021,0ct6r3EGTcMLPtrXHDvVjc
This City,2022-06-03 02:29,Sam Fischer,2448477,3H3r2nKWa3Yk5gt8xgmsEt
This Town,2022-06-22 21:13,Niall Horan,2748675,5nA67Y0XX9JipZwYxX7Gl7
Those Eyes,2022-11-06 21:18,New West,6811857,2GThBgzZoZfz0lx1JjBwfe
Those Eyes - Slowed + Reverb,2022-11-06 21:15,New West,1706307,1Hc41dCVvSlMml3mtDiyy1
Train Wreck,2022-06-24 15:55,James Arthur,1969885,55Am8neGJkdj2ADaM3aw5H
Try,2022-06-03 20:47,P!nk,7922512,1jF7IL57ayN4Ity3jQqGu0
Unloving You,2022-06-03 10:13,Anson Seabra,3931267,2w9nvs1ByWUGkED4M0ug34
Unsaid Emily (feat. Charlie Gillespie),2022-09-04 01:02,Julie and the Phantoms Cast,7820630,2vEDOWuYM6r2LO9HXI47F1
Until I Found You,2022-06-03 02:19,Stephen Sanchez,1705921,0T5iIrXA4p5GsubkhuBIKV
Until I Found You - Piano Version,2022-06-22 10:14,Stephen Sanchez,3434879,06vNG6CiV4k8oNA0wUUAO7
Used to Be,2022-06-03 10:09,AJ Mitchell,754836,6Vt5LdwSUvbcDfWThqnBK5
Vuelve,2022-06-03 02:19,Beret,188376,3jMwSd2zqGOwJStCatpjAr
Wait,2022-06-03 02:25,M83,3133891,01Q3OyB05mLgH01fpdAMPP
Walked Through Hell,2022-06-03 09:48,Anson Seabra,4008804,6c7N5N7amAOpeMykjlovjI
Welcome to Wonderland,2022-06-07 15:51,Anson Seabra,2521988,3JfHYZKy5JmE5Fv4gDTCiz
What A Shame,2022-06-16 14:26,Leyla Blue,3343230,7FGIEAVXfegxngH9Jg6VwA
What A Time (feat. Niall Horan),2022-06-02 22:14,Julia Michaels,2484488,5WtfUKzXircvW8l5aaVZWT
What Other People Say (with Sam Fischer),2022-06-03 10:09,Sam Fischer,1405298,2tsI8snJhb4BL9zczvlZmL
When It's Over,2022-06-02 22:30,Anson Seabra,1652218,4nc2fSP2m3BinlX6j7ZlKK
When You Love Someone,2022-06-03 02:22,James TW,600722,0TXNKTzawI6VgLoA9UauRp
White Blood,2022-06-02 23:02,Oh Wonder,2763885,3sZfQB5uYTJmA4QnB8dv7P
Wide Awake,2022-08-31 11:49,Katy Perry,8126950,5JLv62qFIS1DR3zGEcApRt
Will Follow You Into the Dark,2022-06-03 02:18,Jasmine Thompson,1023001,3A31Rer0lC31LUGxQwmO8V
Wish You The Best,2023-04-21 19:11,Lewis Capaldi,1057616,3W5KHP0Yr56ejVDns9vci3
Wrong Direction,2022-06-03 20:24,Hailee Steinfeld,1684318,5Qsp8mtshe70DX7EYbWZGo
Ya Me Enteré,2022-06-02 22:40,Reik,1509774,0lPXFrKyl8HkdQ2E6NmNja
Ya No Estás Tú,2022-06-02 14:22,Morat,1251109,4vVI1dW2NmwtXfXrYPw6Ct
birthday cake,2022-06-03 02:25,Dylan Conrique,5883849,7dDrR6vMK1JAwZZ5MIWgme
blame's on me,2023-04-05 09:56,Alexander Stewart,1184079,1veHwv1HPwzOvlhs5jPxeP
broken,2022-06-02 22:11,lovelytheband,1727282,6XcfKZvJio9Z0fQy11GnNX
ceilings,2023-03-01 10:16,Lizzy McAlpine,5400349,2L9N0zZnd37dwF0clgxMGI
ceilings - sped up + reverb,2023-03-22 09:50,pearl,570301,0akIVqzM6zzbzZmCXQCp7i
drivers license,2022-06-03 10:09,Olivia Rodrigo,2743851,7lPN2DXiMsVn7XUKtOW1CS
drunk text me,2023-04-04 15:51,Lexi Jayde,1832968,5gukv8x9eP58gFy2OcZEBQ
echo,2023-03-20 11:47,Alexander Stewart,1208775,4rdIhBrlaAOPnlTlugZBgz
favorite crime,2022-06-02 22:36,Olivia Rodrigo,3524116,5JCoSi02qi3jJeHdZXMmR8
golden hour,2022-09-26 15:27,JVKE,5207071,0e5UZadoZ5me957hKsxRYh
good 4 u,2022-06-03 20:32,Olivia Rodrigo,4794141,6PERP62TejQjgHu81OHxgM
scared,2022-06-24 15:04,Jeremy Zucker,772970,6r2JV75tE0vNgNCv4HKsBC
she's all i wanna be,2022-06-03 02:33,Tate McRae,8281538,0IuVhCflrQPMGRrOyoY5RW
that way,2022-06-03 20:39,Tate McRae,7617569,7l97ElWmIdVHWUaOeeU5ZC
you broke me first,2022-06-03 20:26,Tate McRae,2049203,45bE4HXI0AwGZXfZtMp8JR
you don't deserve these tears,2023-03-30 10:58,Lexi Jayde,2837304,3ZuCT3RWkGCu5DyIYG6u1D
